order_id,customer_id,order_date,order_status,total_amount
74,4930,2023-06-14 17:57:32,completed,5808.07
75,9310,2023-06-21 07:11:31,pending,8711.18
76,17918,2023-06-27 19:24:24,completed,1997.68
77,13325,2023-06-25 07:52:40,completed,11997.6
78,2923,2023-06-01 19:53:04,completed,1735.98
79,14,2023-06-07 15:46:26,completed,2296.74
80,3191,2023-06-16 04:16:07,completed,2651.49
81,2141,2023-06-24 15:57:58,cancelled,7959.3
82,18061,2023-06-28 12:29:53,completed,4280.37
83,8159,2023-06-18 19:51:58,pending,14941.45
84,5918,2023-06-20 04:46:38,completed,11940.3
85,3278,2023-06-14 22:41:08,completed,6667.57
86,12332,2023-06-06 01:18:58,shipped,8986.2
87,957,2023-06-25 14:21:34,completed,2569.83
88,9477,2023-06-06 13:21:44,completed,8294.49
89,4402,2023-06-22 15:19:25,cancelled,9004.68
90,16918,2023-06-01 03:30:37,shipped,7953.67
91,13927,2023-06-26 08:54:10,completed,1030.53
92,17443,2023-06-23 18:46:24,completed,5720.35
93,15310,2023-06-10 20:23:18,completed,2257.63
94,2781,2023-06-24 15:43:39,completed,9482.3
95,12683,2023-06-02 02:38:50,shipped,3124.08
96,16484,2023-06-08 10:46:34,shipped,4076.63
97,13926,2023-06-10 16:57:04,completed,5448.86
98,7126,2023-06-03 15:38:39,completed,13921.59
99,10306,2023-06-23 19:03:19,completed,4858.83
100,5736,2023-06-24 12:45:16,completed,7545.42
101,5149,2023-06-16 00:25:58,shipped,3312.78
102,3756,2023-06-13 14:27:24,completed,3255.75
103,12574,2023-06-27 09:12:23,cancelled,4939.32
104,6390,2023-06-14 17:41:08,completed,1595.59
105,1510,2023-06-11 00:57:44,completed,5000.34
106,19382,2023-06-13 19:52:59,completed,10834.1
107,14204,2023-06-01 16:14:34,completed,10374.14
108,11748,2023-06-05 13:56:44,completed,8687.01
109,4521,2023-06-23 02:42:47,completed,9386.69
110,2440,2023-06-16 10:32:37,completed,6103.09
111,12032,2023-06-05 04:54:55,completed,782.0
112,6923,2023-06-09 01:29:10,shipped,4435.36
113,16932,2023-06-17 20:58:52,completed,3971.23
114,1934,2023-06-18 20:44:48,completed,14966.28
115,482,2023-06-26 13:37:20,completed,3790.73
116,19503,2023-06-28 13:22:08,completed,5703.05
117,7268,2023-06-18 21:39:25,pending,955.14
118,7929,2023-06-09 16:48:56,completed,3013.53
119,9817,2023-06-08 22:16:57,shipped,10200.61
120,10996,2023-06-13 11:28:39,completed,3151.37
121,3334,2023-06-24 00:42:38,shipped,188.76
122,9665,2023-06-01 04:21:51,cancelled,5094.7
123,5972,2023-06-29 02:42:08,completed,4302.3
124,11372,2023-06-30 05:58:56,shipped,6614.62
125,2155,2023-06-30 07:42:48,completed,4883.9
126,3074,2023-06-03 02:34:19,shipped,4297.86
127,18658,2023-06-02 01:26:31,shipped,1538.6
128,1445,2023-06-23 14:30:16,cancelled,396.51
129,12287,2023-06-19 09:19:37,shipped,1077.28
130,363,2023-06-07 05:40:22,completed,2766.84
131,4898,2023-06-21 05:42:36,completed,1883.07
132,18212,2023-06-01 20:48:34,shipped,5217.18
133,18534,2023-06-18 14:20:54,shipped,1282.23
134,5872,2023-06-08 07:26:42,cancelled,3665.08
135,3754,2023-06-05 00:58:28,completed,3712.68
136,141,2023-06-17 18:58:31,pending,6863.3
137,18220,2023-06-23 22:06:24,completed,981.34
138,15716,2023-06-05 16:58:37,shipped,10396.45
139,9134,2023-06-02 08:05:17,completed,5891.57
140,6812,2023-06-24 00:08:02,shipped,4822.19
141,13695,2023-06-02 04:32:05,completed,760.64
142,11661,2023-06-30 14:29:29,completed,4914.65
143,8640,2023-06-07 03:50:01,completed,5038.04
144,5013,2023-06-08 22:25:59,completed,7547.86
145,5482,2023-06-10 20:38:24,completed,2767.38
146,10505,2023-06-11 20:35:44,completed,5286.89
147,10196,2023-06-05 20:15:46,shipped,2532.06
148,9232,2023-06-26 07:56:08,shipped,4119.41
149,17335,2023-06-23 11:54:42,completed,4825.68
150,8791,2023-06-26 14:25:37,cancelled,5184.06
151,9187,2023-06-13 02:27:13,completed,3732.18
152,10588,2023-06-06 12:38:09,cancelled,4117.66
153,19285,2023-06-08 11:49:45,shipped,9015.66
154,6996,2023-06-10 10:56:19,cancelled,2993.46
155,983,2023-06-04 21:57:01,completed,973.11
156,18252,2023-06-15 02:58:59,completed,3897.38
157,6357,2023-06-16 01:07:31,pending,3981.23
158,13118,2023-06-15 04:36:27,pending,6019.28
159,12042,2023-06-03 00:59:59,completed,10928.44
160,17338,2023-06-04 06:48:25,shipped,1678.64
161,16978,2023-06-12 11:45:09,cancelled,7173.39
162,11543,2023-06-05 23:23:39,shipped,6436.77
163,9416,2023-06-20 19:11:00,completed,2017.35
164,5191,2023-06-16 03:48:32,shipped,2767.24
165,2938,2023-06-22 17:40:11,shipped,7181.68
166,19905,2023-06-17 00:40:06,completed,3413.97
167,11061,2023-06-13 05:52:56,completed,1064.6
168,16115,2023-06-02 08:25:43,completed,2580.0
169,1879,2023-06-08 12:11:25,completed,4957.85
170,2206,2023-06-26 05:59:40,completed,11844.15
171,1973,2023-06-16 11:51:11,completed,1943.21
172,2943,2023-06-16 03:08:46,completed,3667.8
173,18560,2023-06-21 14:25:02,shipped,8227.87
174,15570,2023-06-23 18:33:34,pending,5174.03
175,10974,2023-06-22 23:50:37,completed,876.8
176,18450,2023-06-26 12:17:18,pending,5341.67
177,19435,2023-06-13 09:36:28,completed,1875.78
178,1234,2023-06-23 07:30:12,completed,8117.74
179,5874,2023-06-19 14:46:00,completed,883.2
180,18337,2023-06-20 09:58:33,shipped,5872.61
181,10006,2023-06-26 02:50:57,pending,4979.42
182,18395,2023-06-09 00:33:48,completed,2573.94
183,8835,2023-06-29 16:37:54,completed,5582.53
184,13527,2023-06-12 06:18:40,completed,6026.86
185,3495,2023-06-05 23:55:22,completed,4324.08
186,15446,2023-06-07 10:37:21,shipped,6555.4
187,6016,2023-06-29 06:18:56,completed,7501.48
188,17704,2023-06-22 21:25:50,shipped,1900.98
189,2939,2023-06-25 18:03:09,pending,4658.05
190,13833,2023-06-06 17:39:17,completed,4551.62
191,13149,2023-06-05 00:08:21,completed,899.0
192,4026,2023-06-15 02:46:44,pending,10498.62
193,1837,2023-06-09 20:23:13,completed,2399.69
194,2232,2023-06-05 17:18:29,shipped,8268.26
195,8535,2023-06-21 22:31:20,completed,9126.49
196,12918,2023-06-19 22:21:24,cancelled,7746.88
197,3907,2023-06-05 02:05:03,completed,5620.7
198,11632,2023-06-20 19:16:44,completed,5742.76
199,3703,2023-06-28 09:09:09,completed,9429.34
200,19636,2023-06-27 16:31:32,completed,1688.03
201,8434,2023-06-07 21:28:31,pending,3245.4
202,16319,2023-06-08 08:11:28,completed,1336.57
203,18767,2023-06-05 00:41:23,cancelled,1103.84
204,10349,2023-06-02 04:37:20,cancelled,6820.52
205,18063,2023-06-20 16:01:41,completed,1414.73
206,3093,2023-06-03 05:54:09,shipped,5346.96
207,13156,2023-06-18 13:34:31,completed,765.54
208,32,2023-06-10 04:53:53,completed,10004.35
209,4237,2023-06-24 03:38:27,completed,3679.35
210,17430,2023-06-10 05:39:16,completed,5086.5
211,13313,2023-06-15 04:52:48,completed,10686.62
212,6338,2023-06-24 05:34:21,completed,4149.24
213,5304,2023-06-30 11:35:44,shipped,6639.19
214,15849,2023-06-26 06:13:52,completed,846.16
215,3561,2023-06-08 13:35:19,completed,1212.03
216,7334,2023-06-22 17:54:32,completed,6707.1
217,12132,2023-06-21 01:27:48,shipped,6314.85
218,15095,2023-06-20 14:26:07,shipped,2155.38
219,546,2023-06-12 21:31:11,shipped,4639.36
220,14688,2023-06-27 03:08:20,completed,13980.4
221,19342,2023-06-25 19:26:27,shipped,5666.65
222,18710,2023-06-12 21:39:54,completed,5764.26
223,9600,2023-06-18 17:06:24,cancelled,10067.21
224,13115,2023-06-05 14:02:25,completed,9929.93
225,15524,2023-06-18 07:39:38,completed,1809.18
226,11303,2023-06-02 00:13:02,cancelled,8044.21
227,16471,2023-06-14 14:36:03,cancelled,5361.15
228,6687,2023-06-01 03:40:48,completed,1923.96
229,11238,2023-06-13 15:17:42,shipped,7994.55
230,7061,2023-06-20 00:21:15,shipped,7396.42
231,7595,2023-06-14 10:10:06,completed,3901.86
232,2228,2023-06-22 05:05:59,shipped,11228.27
233,5581,2023-06-06 18:42:19,pending,9908.96
234,1546,2023-06-11 01:33:54,completed,8880.65
235,15056,2023-06-10 22:51:36,completed,3730.58
236,17078,2023-06-07 07:52:41,shipped,6102.42
237,9347,2023-06-18 15:12:00,shipped,10289.21
238,3519,2023-06-04 16:36:55,completed,12068.2
239,8420,2023-06-05 18:38:36,shipped,6053.44
240,11154,2023-06-29 07:53:59,completed,630.57
241,16932,2023-06-09 23:32:49,completed,5415.66
242,17656,2023-06-15 23:37:29,pending,502.86
243,10754,2023-06-29 02:29:00,cancelled,8690.07
244,3739,2023-06-11 13:54:34,cancelled,14461.88
245,10343,2023-06-15 18:03:23,completed,10154.45
246,3994,2023-06-01 23:47:07,completed,10478.68
247,10740,2023-06-23 03:02:18,completed,5836.48
248,11426,2023-06-05 14:05:13,completed,12703.98
249,7845,2023-06-11 12:52:24,completed,10134.34
250,154,2023-06-25 20:24:26,completed,7672.14
251,6709,2023-06-15 10:40:57,completed,9707.12
252,16683,2023-06-14 06:27:08,shipped,5214.24
253,8524,2023-06-02 13:31:25,pending,13560.31
254,4450,2023-06-18 23:57:29,shipped,3625.6
255,8880,2023-06-26 03:48:24,cancelled,1254.46
256,6736,2023-06-29 02:32:31,completed,6940.78
257,17857,2023-06-28 13:01:11,completed,2587.42
258,240,2023-06-12 14:29:08,completed,4214.1
259,1950,2023-06-27 17:41:04,pending,5689.29
260,16254,2023-06-06 05:23:05,shipped,1872.36
261,6306,2023-06-18 19:03:02,completed,14337.24
262,11810,2023-06-24 04:04:36,completed,6432.15
263,5626,2023-06-25 01:41:28,completed,2569.32
264,818,2023-06-16 04:11:07,shipped,4042.52
265,4742,2023-06-10 07:26:03,shipped,6736.06
266,19115,2023-06-24 21:46:01,completed,7587.71
267,4389,2023-06-24 17:01:43,completed,4111.85
268,9357,2023-06-14 17:56:25,cancelled,6836.14
269,18500,2023-06-15 21:35:05,completed,3899.46
270,17338,2023-06-13 18:47:46,shipped,3236.66
271,16521,2023-06-14 08:28:02,completed,1972.6
272,4863,2023-06-24 15:43:47,shipped,4610.09
273,16914,2023-06-04 19:00:00,completed,10153.33
274,292,2023-06-23 19:02:24,completed,4573.87
275,8006,2023-06-14 03:56:06,shipped,5181.27
276,16425,2023-06-12 22:16:21,completed,10047.02
277,4859,2023-06-09 12:27:28,cancelled,2246.1
278,17665,2023-06-26 04:45:49,shipped,12272.18
279,11748,2023-06-29 04:29:14,pending,1459.34
280,3104,2023-06-10 02:10:39,shipped,11093.03
281,8668,2023-06-20 05:14:03,completed,572.96
282,6571,2023-06-24 23:58:11,shipped,2537.35
283,10653,2023-06-24 13:27:48,completed,3741.45
284,16359,2023-06-11 07:00:23,cancelled,3905.04
285,3328,2023-06-18 05:10:20,cancelled,1915.87
286,13114,2023-06-30 11:59:44,shipped,4435.79
287,5232,2023-06-16 14:53:05,completed,2152.94
288,6865,2023-06-08 10:55:17,completed,5284.09
289,9058,2023-06-26 05:01:25,shipped,1810.42
290,8162,2023-06-03 16:09:29,completed,9827.58
291,600,2023-06-13 08:55:49,completed,1593.72
292,961,2023-06-03 23:11:15,completed,6840.34
293,18048,2023-06-07 03:38:28,shipped,7663.69
294,3440,2023-06-14 01:49:47,shipped,10574.06
295,17371,2023-06-15 10:14:21,completed,3430.18
296,1843,2023-06-05 14:38:48,cancelled,8574.38
297,16070,2023-06-21 12:16:30,cancelled,8049.84
298,5562,2023-06-28 16:02:00,pending,3906.39
299,14939,2023-06-22 12:35:22,completed,6670.34
300,12727,2023-06-29 09:52:09,completed,3509.11
301,16496,2023-06-10 17:54:18,completed,2244.14
302,2336,2023-06-02 04:06:23,completed,3196.17
303,9049,2023-06-01 03:56:48,shipped,6079.23
304,3228,2023-06-30 15:21:51,completed,9704.14
305,9182,2023-06-14 23:53:23,completed,4079.14
306,7095,2023-06-16 21:46:03,completed,6958.72
307,8506,2023-06-06 18:11:21,cancelled,7560.97
308,6768,2023-06-05 15:04:55,shipped,3706.17
309,13319,2023-06-17 15:38:03,shipped,1891.8
310,12142,2023-06-06 01:44:21,cancelled,2837.09
311,290,2023-06-20 14:27:16,completed,5258.48
312,17268,2023-06-28 00:15:53,completed,3812.58
313,2458,2023-06-05 15:06:06,shipped,2042.81
314,13244,2023-06-10 08:53:35,completed,4530.36
315,18010,2023-06-24 13:36:50,completed,5470.72
316,1290,2023-06-30 06:28:56,shipped,2176.92
317,7336,2023-06-09 08:24:36,shipped,1399.06
318,18024,2023-06-29 11:39:46,completed,14586.9
319,14830,2023-06-27 13:45:26,completed,7540.87
320,92,2023-06-17 17:27:19,completed,9675.57
321,9159,2023-06-29 07:39:02,completed,4380.58
322,1095,2023-06-08 10:18:21,completed,3183.12
323,18492,2023-06-26 17:01:22,cancelled,9532.02
324,6491,2023-06-05 07:31:25,completed,4607.48
325,14626,2023-06-19 04:11:25,completed,3362.42
326,3372,2023-06-21 12:16:24,shipped,1131.96
327,10336,2023-06-29 17:57:17,shipped,7261.8
328,3443,2023-06-25 04:06:37,completed,2487.54
329,4303,2023-06-12 22:47:16,completed,4944.24
330,17785,2023-06-30 00:19:49,completed,2037.94
331,3122,2023-06-19 17:27:22,completed,11539.52
332,4423,2023-06-14 22:50:30,completed,4038.65
333,19190,2023-06-24 11:05:50,completed,10233.66
334,5556,2023-06-21 00:05:54,cancelled,1131.53
335,14529,2023-06-13 05:53:44,completed,6571.92
336,12149,2023-06-03 18:14:15,cancelled,13507.44
337,13697,2023-06-13 08:25:07,shipped,3626.56
338,18758,2023-06-23 11:00:00,completed,4996.45
339,14264,2023-06-09 09:45:05,completed,3904.06
340,15618,2023-06-29 12:33:23,shipped,5419.05
341,2277,2023-06-02 08:56:27,completed,6174.17
342,7183,2023-06-29 05:18:35,completed,6442.45
343,9615,2023-06-01 05:22:55,cancelled,3256.77
344,19518,2023-06-03 20:00:00,completed,8286.55
345,9621,2023-06-21 13:47:06,completed,8363.56
346,9730,2023-06-29 02:23:42,shipped,3697.76
347,5471,2023-06-05 14:30:59,completed,1613.43
348,14038,2023-06-12 13:48:56,completed,4106.1
349,6914,2023-06-13 15:41:28,completed,9056.47
350,16463,2023-06-17 13:21:13,cancelled,16152.65
351,718,2023-06-26 20:20:54,shipped,6311.16
352,12805,2023-06-24 14:01:26,completed,1653.92
353,2625,2023-06-06 16:53:39,pending,11641.95
354,5624,2023-06-27 09:39:16,completed,13054.53
355,11757,2023-06-23 00:07:18,cancelled,11577.05
356,9108,2023-06-18 16:47:49,pending,7982.91
357,183,2023-06-14 15:32:55,completed,11177.94
358,1783,2023-06-15 01:07:30,shipped,1583.25
359,13177,2023-06-29 02:29:10,completed,3776.41
360,11105,2023-06-17 16:42:37,shipped,2611.31
361,4340,2023-06-06 15:25:25,completed,1721.15
362,6378,2023-06-26 05:59:26,pending,8121.71
363,359,2023-06-29 00:05:11,cancelled,5175.03
364,5985,2023-06-15 11:15:00,completed,3909.27
365,11533,2023-06-29 22:19:02,completed,4127.47
366,16967,2023-06-19 14:31:15,completed,5462.84
367,5708,2023-06-10 18:52:31,completed,80.4
368,2382,2023-06-01 12:26:25,shipped,17754.51
369,13102,2023-06-25 17:47:30,completed,7991.25
370,19645,2023-06-17 23:12:48,completed,1498.3
371,7433,2023-06-03 09:47:41,shipped,4391.6
372,10723,2023-06-19 19:34:27,shipped,6836.4
373,8554,2023-06-14 19:51:06,completed,10085.2
374,5012,2023-06-14 18:21:30,cancelled,6062.44
375,13262,2023-06-22 19:20:54,completed,1937.46
376,5877,2023-06-14 02:48:36,shipped,2387.52
377,9632,2023-06-07 09:46:11,shipped,7858.32
378,15416,2023-06-03 00:44:53,completed,1400.85
379,17637,2023-06-08 21:10:55,completed,2960.6
380,17846,2023-06-17 00:22:22,cancelled,953.2
381,3833,2023-06-22 11:15:38,shipped,369.36
382,10216,2023-06-01 22:19:20,completed,3633.84
383,16835,2023-06-24 23:02:15,completed,8011.38
384,1819,2023-06-24 13:08:12,shipped,9955.24
385,9246,2023-06-03 17:53:46,shipped,1835.35
386,11093,2023-06-11 17:17:35,completed,3371.44
387,15600,2023-06-29 15:43:00,completed,3764.84
388,18753,2023-06-13 23:04:52,completed,114.34
389,91,2023-06-25 18:24:59,completed,302.25
390,195,2023-06-27 17:58:28,completed,2658.56
391,19260,2023-06-27 00:39:34,completed,4560.77
392,6555,2023-06-20 08:21:10,cancelled,5325.56
393,16155,2023-06-05 14:22:58,shipped,6166.52
394,18385,2023-06-04 17:01:40,completed,11729.83
395,396,2023-06-11 22:26:24,completed,5474.21
396,2327,2023-06-12 16:23:01,completed,9089.21
397,2027,2023-06-12 16:28:36,completed,4135.81
398,3181,2023-06-24 23:23:13,pending,7102.86
399,9842,2023-06-18 12:27:47,shipped,9369.9
400,1612,2023-06-01 11:43:29,cancelled,8795.33
401,19775,2023-06-19 05:10:01,completed,6852.57
402,5370,2023-06-30 04:20:15,shipped,4922.51
403,3078,2023-06-22 05:01:36,completed,3834.76
404,19814,2023-06-10 15:42:04,completed,5239.96
405,19968,2023-06-11 13:36:44,pending,2818.91
406,14173,2023-06-22 04:11:49,shipped,2183.27
407,15668,2023-06-13 12:59:19,completed,11201.82
408,1758,2023-06-26 22:19:46,completed,4840.0
409,13224,2023-06-07 16:42:22,shipped,9390.86
410,18820,2023-06-25 18:43:31,shipped,3777.66
411,13663,2023-06-23 21:13:09,cancelled,7315.82
412,3419,2023-06-26 20:04:42,completed,7823.71
413,5657,2023-06-30 09:31:19,shipped,10261.8
414,17232,2023-06-30 04:13:28,pending,2718.09
415,18841,2023-06-13 09:29:47,completed,3976.62
416,12943,2023-06-28 14:09:12,shipped,1552.12
417,10573,2023-06-05 00:06:26,completed,5115.0
418,225,2023-06-16 13:17:00,completed,5791.94
419,162,2023-06-20 15:59:18,completed,4404.94
420,1494,2023-06-01 07:26:12,shipped,2193.87
421,9109,2023-06-08 00:38:49,cancelled,5105.54
422,4422,2023-06-16 18:56:31,shipped,3714.97
423,16127,2023-06-25 12:48:44,completed,10730.33
424,2950,2023-06-28 01:51:14,completed,11925.42
425,10118,2023-06-20 11:07:42,completed,12233.02
426,5516,2023-06-08 20:49:14,shipped,13825.03
427,19345,2023-06-01 12:25:11,completed,1348.75
428,11856,2023-06-25 04:56:24,shipped,14748.69
429,1856,2023-06-16 21:52:36,completed,10906.56
430,17847,2023-06-07 18:33:04,completed,3814.26
431,9913,2023-06-20 01:35:37,completed,7576.75
432,19747,2023-06-06 03:59:40,completed,3773.42
433,13166,2023-06-27 15:00:58,completed,7407.35
434,10361,2023-06-30 01:15:45,completed,3784.4
435,7145,2023-06-27 21:57:56,completed,5617.76
436,8632,2023-06-09 22:52:17,completed,5343.73
437,17556,2023-06-28 01:12:25,shipped,4746.84
438,14757,2023-06-19 20:28:56,pending,8624.18
439,7142,2023-06-27 00:04:27,shipped,12623.2
440,6829,2023-06-17 12:35:49,cancelled,7270.76
441,12218,2023-06-06 09:05:24,completed,8221.31
442,18754,2023-06-06 23:07:22,completed,9243.45
443,2353,2023-06-04 12:36:35,pending,4429.18
444,9431,2023-06-23 15:51:28,completed,2773.86
445,19174,2023-06-12 23:01:36,completed,1568.59
446,7882,2023-06-05 10:47:25,completed,1130.23
447,13874,2023-06-03 06:46:28,completed,6337.97
448,9963,2023-06-08 11:04:29,shipped,6269.92
449,12498,2023-06-19 11:47:57,shipped,6125.42
450,5863,2023-06-30 17:20:00,cancelled,8030.02
451,15363,2023-06-08 18:00:19,cancelled,2014.73
452,4877,2023-06-10 18:53:12,completed,1947.06
453,265,2023-06-07 02:08:55,completed,9345.32
454,2128,2023-06-19 02:20:05,completed,14055.79
455,13322,2023-06-11 14:53:03,pending,3684.24
456,8628,2023-06-30 23:04:23,completed,2067.69
457,4526,2023-06-01 21:20:58,completed,4105.88
458,19295,2023-06-03 08:20:47,completed,400.4
459,7606,2023-06-09 01:02:20,shipped,9518.94
460,5712,2023-06-19 03:12:14,completed,16523.41
461,16778,2023-06-01 05:16:37,completed,6081.51
462,18772,2023-06-29 07:17:42,completed,4046.19
463,8071,2023-06-25 12:10:23,shipped,9894.36
464,18390,2023-06-22 07:21:13,completed,10962.61
465,13709,2023-06-06 20:29:55,shipped,12836.33
466,19937,2023-06-19 20:15:39,cancelled,14347.35
467,5442,2023-06-05 12:03:30,cancelled,404.9
468,4586,2023-06-29 22:01:35,completed,4470.67
469,5389,2023-06-27 04:47:37,completed,3983.05
470,2619,2023-06-09 16:54:42,shipped,4589.43
471,839,2023-06-20 13:28:43,completed,7338.92
472,7590,2023-06-25 02:12:14,completed,5246.52
473,2332,2023-06-09 02:46:03,shipped,7308.21
474,1267,2023-06-21 05:57:58,completed,10497.86
475,13942,2023-06-07 10:12:04,completed,10259.78
476,10140,2023-06-23 03:37:43,shipped,3591.14
477,3016,2023-06-26 20:05:18,completed,7386.46
478,16362,2023-06-03 01:58:40,completed,1188.63
479,7782,2023-06-10 01:04:45,completed,2689.2
480,10220,2023-06-06 20:31:47,shipped,2953.05
481,17059,2023-06-20 22:39:17,completed,9321.63
482,11930,2023-06-30 12:13:23,cancelled,8903.7
483,262,2023-06-01 08:24:55,completed,1716.06
484,5900,2023-06-17 20:26:55,completed,5748.84
485,4681,2023-06-22 05:08:14,completed,5314.61
486,8944,2023-06-20 09:02:00,completed,8911.24
487,14310,2023-06-30 00:50:59,completed,2855.99
488,9873,2023-06-30 22:21:15,completed,4316.62
489,19997,2023-06-17 21:35:59,completed,8226.8
490,7850,2023-06-29 22:28:16,shipped,9354.2
491,13734,2023-06-29 23:00:53,pending,8332.74
492,12166,2023-06-08 14:48:17,completed,1626.48
493,18083,2023-06-03 09:37:57,completed,11534.44
494,5910,2023-06-27 15:55:58,completed,2615.94
495,14889,2023-06-01 01:17:05,cancelled,4306.41
496,16351,2023-06-30 00:24:11,completed,2703.09
497,4565,2023-06-11 20:34:58,completed,1987.8
498,19669,2023-06-04 15:18:10,completed,3947.36
499,6879,2023-06-29 12:24:38,completed,1669.08
500,11741,2023-06-17 01:19:34,completed,1416.95
501,2025,2023-06-20 15:05:38,completed,4278.87
502,9201,2023-06-13 22:45:43,cancelled,2443.98
503,4674,2023-06-24 14:37:39,completed,7899.11
504,14547,2023-06-24 09:53:15,completed,1394.52
505,1915,2023-06-14 22:27:21,completed,11119.46
506,15679,2023-06-03 21:07:25,pending,4887.52
507,9322,2023-06-13 20:33:46,pending,2287.55
508,8050,2023-06-27 10:49:58,completed,6628.78
509,11223,2023-06-07 21:31:26,completed,4791.1
510,12085,2023-06-15 07:55:56,completed,7130.26
511,8526,2023-06-13 19:30:26,completed,9929.3
512,3600,2023-06-13 17:59:21,completed,1797.39
513,19147,2023-06-23 00:39:28,cancelled,6969.01
514,205,2023-06-10 15:29:35,completed,8633.83
515,4720,2023-06-03 09:28:35,cancelled,3013.29
516,14591,2023-06-16 12:49:46,completed,4648.74
517,16974,2023-06-01 01:57:56,completed,8108.21
518,2812,2023-06-13 15:46:47,pending,8345.12
519,12111,2023-06-28 06:09:16,cancelled,1722.92
520,3596,2023-06-04 10:18:25,completed,10814.52
521,10820,2023-06-11 02:43:13,completed,2173.65
522,394,2023-06-07 01:39:40,completed,6648.61
523,3370,2023-06-21 22:13:30,completed,5148.96
524,18978,2023-06-16 12:28:22,cancelled,4028.97
525,4914,2023-06-12 13:20:28,completed,6939.96
526,15794,2023-06-05 03:29:57,completed,1455.45
527,16890,2023-06-01 06:00:09,completed,2525.2
528,5394,2023-06-26 23:45:03,completed,7888.79
529,3800,2023-06-16 15:30:29,completed,13150.52
