product_id,product_name,category,price,stock_quantity,created_at
90,Monitor 90,Sports,235.28,109,2022-02-17 13:53:13
91,Notebook 91,Fashion,548.33,619,2021-06-19 02:12:48
92,Sneakers 92,Beauty,689.05,703,2021-04-08 06:38:09
93,T-Shirt 93,Books,979.62,927,2023-02-20 14:44:19
94,Laptop 94,Electronics,1270.4,849,2021-12-25 04:44:56
95,T-Shirt 95,Electronics,12.07,789,2022-10-26 18:58:42
96,Monitor 96,Beauty,1959.7,165,2022-07-28 04:04:26
97,Coffee Maker 97,Books,1412.81,574,2023-02-04 21:21:45
98,Laptop 98,Electronics,155.11,904,2022-02-03 11:26:23
99,Monitor 99,Books,76.88,378,2021-12-11 18:24:12
100,Headphones 100,Books,300.45,130,2023-05-14 19:36:27
101,Laptop 101,Sports,732.48,955,2021-10-19 21:35:58
102,Laptop 102,Sports,424.1,255,2023-02-15 15:35:11
103,Keyboard 103,Sports,1561.33,905,2022-04-20 12:14:12
104,Protein Bar 104,Books,1500.21,947,2022-07-19 17:21:08
105,Sneakers 105,Fashion,1952.53,830,2022-08-12 23:26:29
106,Monitor 106,Home,54.45,754,2022-08-16 19:41:55
107,Backpack 107,Home,1605.46,884,2021-07-23 09:37:30
108,Sneakers 108,Sports,322.6,718,2021-12-07 03:45:40
109,Keyboard 109,Home,1744.97,879,2022-04-20 12:07:18
110,Coffee Maker 110,Fashion,403.15,940,2022-09-27 11:07:17
111,Coffee Maker 111,Sports,613.86,814,2022-04-29 12:25:59
112,Sneakers 112,Fashion,52.21,197,2022-06-30 05:02:36
113,Protein Bar 113,Sports,560.81,71,2021-07-09 21:41:30
114,T-Shirt 114,Sports,1284.76,409,2022-12-27 09:14:48
115,Notebook 115,Sports,1878.78,118,2021-10-27 19:11:46
116,T-Shirt 116,Fashion,1163.28,271,2021-06-05 21:24:59
117,Laptop 117,Electronics,1195.16,353,2022-09-09 02:00:37
118,Backpack 118,Home,1214.39,523,2022-04-25 23:32:34
119,Keyboard 119,Home,1799.51,194,2022-01-08 00:33:01
120,T-Shirt 120,Electronics,1419.03,1,2021-07-08 03:08:07
121,Notebook 121,Books,1375.28,962,2022-09-19 06:19:58
122,Sneakers 122,Sports,865.44,971,2021-01-02 12:40:54
123,Backpack 123,Books,631.26,868,2021-09-22 13:39:15
124,Keyboard 124,Beauty,1800.59,519,2021-08-08 18:25:28
125,T-Shirt 125,Beauty,819.74,412,2022-10-19 12:25:41
126,T-Shirt 126,Books,258.94,430,2023-01-06 13:27:54
127,Protein Bar 127,Beauty,1497.53,178,2021-10-10 11:17:45
128,Headphones 128,Books,605.39,561,2022-11-19 03:27:03
129,Laptop 129,Sports,577.39,440,2022-09-16 12:53:07
130,Headphones 130,Books,1311.14,476,2022-09-16 05:50:08
131,Coffee Maker 131,Home,1352.88,523,2021-06-13 11:44:15
132,Coffee Maker 132,Beauty,343.53,86,2021-04-24 17:14:58
133,T-Shirt 133,Books,1329.39,634,2022-03-14 10:20:01
134,Backpack 134,Electronics,1637.75,769,2022-11-02 05:03:40
135,Sneakers 135,Beauty,624.29,825,2021-04-01 15:40:51
136,Sneakers 136,Fashion,53.73,250,2022-09-28 21:11:28
137,Coffee Maker 137,Books,1700.23,74,2021-01-25 09:32:57
138,Coffee Maker 138,Home,1772.84,589,2021-06-08 19:18:41
139,Sneakers 139,Beauty,1394.23,506,2021-03-18 01:41:33
140,Protein Bar 140,Fashion,299.4,704,2021-09-22 07:00:40
141,Laptop 141,Electronics,1557.95,224,2022-01-18 15:23:20
142,Monitor 142,Beauty,1038.33,51,2022-07-09 19:35:30
143,Notebook 143,Fashion,1835.35,124,2021-09-04 12:16:36
144,Coffee Maker 144,Fashion,1603.83,683,2023-03-28 23:11:50
145,Notebook 145,Books,1192.93,972,2022-04-07 01:48:01
146,Coffee Maker 146,Books,1630.94,913,2022-08-01 06:22:45
147,Notebook 147,Home,1661.99,561,2021-11-16 04:11:04
148,Coffee Maker 148,Fashion,1488.59,486,2021-08-06 13:34:07
149,Coffee Maker 149,Sports,1504.79,860,2022-12-24 04:32:10
150,T-Shirt 150,Books,971.77,244,2021-11-10 12:22:28
151,T-Shirt 151,Home,159.58,292,2022-01-06 06:47:09
152,Sneakers 152,Sports,675.02,914,2023-05-16 11:38:17
153,Notebook 153,Electronics,281.06,236,2022-11-22 19:51:46
154,Protein Bar 154,Beauty,309.85,219,2022-11-07 23:32:41
155,Keyboard 155,Home,818.16,555,2021-06-17 08:57:56
156,Coffee Maker 156,Home,129.22,852,2021-04-26 18:35:54
157,Protein Bar 157,Home,1810.15,598,2022-08-21 13:50:17
158,Laptop 158,Books,763.86,6,2021-06-27 17:28:38
159,Backpack 159,Sports,1508.18,873,2022-04-28 12:47:36
160,Protein Bar 160,Books,1496.29,559,2021-02-20 19:31:38
161,Headphones 161,Fashion,979.02,279,2021-08-25 22:15:39
162,Protein Bar 162,Home,62.9,344,2022-08-22 10:28:16
163,Protein Bar 163,Beauty,334.26,478,2022-10-11 00:21:32
164,Monitor 164,Books,1070.58,928,2021-10-23 18:54:19
165,Protein Bar 165,Books,1130.96,27,2022-12-08 21:35:59
166,Keyboard 166,Beauty,860.08,887,2022-09-05 12:34:34
167,Coffee Maker 167,Fashion,105.32,388,2023-02-10 11:24:24
168,Backpack 168,Fashion,912.13,345,2021-04-15 03:55:34
169,Protein Bar 169,Sports,1505.26,851,2022-09-24 19:35:32
170,Protein Bar 170,Sports,1670.65,481,2022-12-10 12:30:13
171,Laptop 171,Beauty,1081.14,974,2023-01-01 08:46:38
172,Backpack 172,Fashion,1302.04,799,2021-02-09 12:43:32
173,Laptop 173,Electronics,1899.48,204,2022-11-02 14:56:16
174,Laptop 174,Books,309.0,129,2022-03-27 09:56:22
175,Coffee Maker 175,Beauty,233.21,970,2022-09-06 21:00:53
176,Sneakers 176,Home,1400.43,785,2021-07-18 05:07:51
177,Backpack 177,Fashion,1213.76,986,2022-01-31 22:55:59
178,Keyboard 178,Fashion,1929.62,110,2021-05-09 11:23:42
179,Headphones 179,Electronics,1858.13,589,2021-06-13 09:35:59
180,Protein Bar 180,Home,1883.23,203,2022-09-13 02:58:20
181,Keyboard 181,Books,1382.78,642,2022-12-04 07:39:35
182,Sneakers 182,Electronics,1395.9,308,2021-08-28 09:38:54
183,Headphones 183,Electronics,1593.47,579,2021-01-10 02:04:23
184,Laptop 184,Sports,1067.83,677,2021-10-31 19:44:22
185,Backpack 185,Electronics,1014.39,349,2022-05-17 01:24:03
186,Laptop 186,Home,1645.55,108,2023-01-26 09:33:56
187,Protein Bar 187,Sports,1272.99,848,2021-08-27 04:31:59
188,Coffee Maker 188,Beauty,310.22,180,2023-01-28 12:00:50
189,Notebook 189,Beauty,543.81,827,2021-04-22 19:46:32
190,Notebook 190,Home,932.42,845,2021-10-24 03:39:25
191,Headphones 191,Sports,648.0,251,2023-02-28 21:16:31
192,Keyboard 192,Sports,1763.85,249,2022-03-03 21:43:58
193,Coffee Maker 193,Books,1222.61,388,2021-09-14 16:50:57
194,Backpack 194,Electronics,991.14,332,2022-06-15 22:54:21
195,Monitor 195,Home,428.18,816,2022-07-04 12:33:19
196,T-Shirt 196,Sports,562.92,610,2022-03-29 00:28:44
197,T-Shirt 197,Books,25.25,970,2022-04-25 02:07:49
198,Sneakers 198,Electronics,486.51,416,2023-04-25 15:27:39
199,Coffee Maker 199,Books,1517.54,707,2021-01-31 16:49:15
200,Coffee Maker 200,Beauty,1425.13,458,2021-10-16 06:11:22
201,Laptop 201,Electronics,592.0,414,2021-04-15 11:49:28
202,Sneakers 202,Sports,1329.6,377,2023-02-08 20:53:26
203,Coffee Maker 203,Books,1064.19,435,2022-05-25 14:09:35
204,Notebook 204,Sports,706.86,464,2023-01-08 02:39:29
205,T-Shirt 205,Sports,506.55,123,2021-08-10 14:03:24
206,Sneakers 206,Sports,243.51,548,2023-03-12 21:21:39
207,Monitor 207,Fashion,436.69,495,2021-03-11 22:26:51
208,T-Shirt 208,Beauty,1181.23,778,2021-05-27 03:46:19
209,Notebook 209,Books,569.58,102,2021-11-14 14:56:59
210,Sneakers 210,Sports,458.83,183,2021-07-24 04:33:06
211,T-Shirt 211,Electronics,1417.5,129,2022-08-03 12:26:02
212,T-Shirt 212,Electronics,1948.72,566,2022-07-16 03:36:23
213,T-Shirt 213,Beauty,1888.46,653,2022-11-30 05:58:40
214,Coffee Maker 214,Electronics,1746.08,587,2021-11-14 04:56:47
215,T-Shirt 215,Home,960.03,348,2021-11-07 05:53:48
216,Monitor 216,Electronics,508.69,882,2021-12-09 03:59:58
217,Coffee Maker 217,Electronics,1645.12,410,2022-10-13 22:05:52
218,Coffee Maker 218,Electronics,1156.16,702,2021-07-30 00:38:39
219,Laptop 219,Fashion,302.65,576,2022-01-08 01:19:23
220,T-Shirt 220,Electronics,1987.87,121,2023-05-22 14:24:54
221,Notebook 221,Home,1214.6,809,2021-06-05 07:18:44
222,Headphones 222,Fashion,1552.51,389,2022-05-18 20:19:05
223,Coffee Maker 223,Home,598.22,602,2021-12-30 18:03:52
224,Protein Bar 224,Sports,1139.42,61,2023-03-20 01:37:24
225,Headphones 225,Beauty,202.97,781,2021-11-20 07:09:00
226,Sneakers 226,Beauty,426.0,676,2021-08-30 09:02:59
227,Keyboard 227,Fashion,483.53,565,2021-03-14 17:22:30
228,Keyboard 228,Fashion,10.34,461,2022-12-30 13:02:34
229,Headphones 229,Home,586.06,237,2023-05-18 22:01:09
230,T-Shirt 230,Beauty,569.02,880,2021-09-16 06:59:38
231,Coffee Maker 231,Electronics,1376.33,946,2023-02-07 16:09:19
232,T-Shirt 232,Beauty,1181.63,823,2022-10-13 22:26:28
233,Sneakers 233,Home,233.98,230,2021-12-26 16:50:56
234,Monitor 234,Sports,1654.13,73,2022-07-30 18:13:13
235,Laptop 235,Fashion,1586.29,609,2022-01-17 04:25:52
236,Headphones 236,Sports,881.11,479,2021-11-30 08:49:13
237,T-Shirt 237,Beauty,808.0,278,2021-01-15 13:58:58
238,Notebook 238,Books,990.12,82,2021-06-26 21:06:34
239,Headphones 239,Electronics,1779.4,752,2023-04-12 06:44:30
240,Backpack 240,Books,504.48,93,2023-04-28 23:00:31
241,Sneakers 241,Beauty,1672.74,589,2021-08-07 18:07:34
242,Headphones 242,Electronics,1999.15,688,2022-09-18 23:44:55
243,T-Shirt 243,Books,85.26,774,2022-09-02 13:39:54
244,Monitor 244,Home,1040.33,452,2021-07-26 03:46:04
245,T-Shirt 245,Fashion,1993.91,446,2021-06-30 21:07:47
246,Coffee Maker 246,Electronics,942.67,418,2022-11-09 17:17:02
247,Backpack 247,Sports,1341.92,878,2023-05-28 14:07:14
248,Monitor 248,Sports,826.23,507,2021-11-01 12:13:34
249,T-Shirt 249,Beauty,1890.66,833,2022-10-28 03:33:16
250,Notebook 250,Electronics,912.38,322,2022-05-31 11:01:15
251,T-Shirt 251,Sports,236.26,791,2021-02-24 11:27:37
252,Protein Bar 252,Books,1650.73,1,2022-10-15 00:58:07
253,Notebook 253,Home,829.43,192,2022-04-24 13:40:53
254,Notebook 254,Sports,1247.15,510,2022-11-24 12:01:46
255,Coffee Maker 255,Electronics,411.1,562,2021-04-30 00:43:00
256,Monitor 256,Sports,879.04,715,2023-05-06 22:58:58
257,Coffee Maker 257,Electronics,62.59,645,2023-04-06 18:23:16
258,Headphones 258,Fashion,1421.02,318,2022-08-18 18:41:10
259,Notebook 259,Electronics,1106.74,95,2021-07-02 10:59:40
260,Sneakers 260,Electronics,925.59,120,2021-12-26 17:46:32
261,Monitor 261,Home,1865.64,298,2021-08-06 15:30:09
262,Notebook 262,Beauty,550.48,854,2022-01-26 06:50:00
263,Coffee Maker 263,Home,491.24,564,2023-04-14 02:51:19
264,Monitor 264,Home,385.27,613,2021-08-14 03:16:01
265,Notebook 265,Beauty,1759.26,884,2022-05-28 04:29:07
266,Keyboard 266,Sports,1546.49,874,2022-09-14 10:13:43
267,Protein Bar 267,Sports,1868.83,519,2021-10-07 00:58:48
268,T-Shirt 268,Electronics,569.26,305,2021-07-05 19:22:39
269,Headphones 269,Books,1997.81,501,2022-12-23 15:07:43
270,Monitor 270,Home,1079.47,353,2022-02-26 09:58:00
271,Backpack 271,Books,1526.93,386,2022-03-26 16:11:36
272,Coffee Maker 272,Sports,1739.86,714,2021-01-22 21:52:32
273,Sneakers 273,Books,769.03,876,2022-06-06 07:48:04
274,Protein Bar 274,Electronics,639.76,484,2022-01-27 03:19:34
275,Protein Bar 275,Home,1976.89,811,2022-02-27 07:32:06
276,Monitor 276,Home,1929.82,129,2021-05-25 12:45:01
277,Notebook 277,Books,667.33,102,2022-12-11 22:38:12
278,Coffee Maker 278,Electronics,1054.27,467,2023-01-19 04:17:28
279,Laptop 279,Beauty,292.59,891,2023-02-15 21:45:13
280,Monitor 280,Electronics,941.63,992,2021-07-24 02:01:32
281,T-Shirt 281,Sports,1248.4,407,2021-06-13 03:42:52
282,Keyboard 282,Sports,1705.42,879,2022-09-24 12:10:02
283,Notebook 283,Home,1908.51,641,2023-03-23 06:42:59
284,Coffee Maker 284,Books,76.62,70,2021-06-07 21:56:23
285,Sneakers 285,Beauty,1370.38,294,2021-01-06 09:32:54
286,Sneakers 286,Beauty,185.31,100,2022-06-02 16:08:07
287,Keyboard 287,Home,336.9,306,2021-06-24 02:10:56
288,Laptop 288,Electronics,652.13,57,2021-12-21 20:11:29
289,T-Shirt 289,Sports,752.81,149,2023-05-15 09:02:04
290,Sneakers 290,Books,827.04,698,2022-11-10 17:42:40
291,Monitor 291,Fashion,354.26,624,2022-04-09 07:10:48
292,Protein Bar 292,Books,1367.85,509,2022-03-18 09:05:44
293,Headphones 293,Fashion,468.22,653,2021-04-27 18:21:55
294,T-Shirt 294,Home,514.38,9,2021-04-03 02:27:18
295,Coffee Maker 295,Sports,1356.83,161,2023-02-08 20:36:23
296,Keyboard 296,Home,1890.75,601,2021-10-05 11:22:18
297,T-Shirt 297,Beauty,1924.25,706,2023-01-09 06:57:48
298,T-Shirt 298,Home,1691.38,203,2022-05-16 17:02:09
299,Protein Bar 299,Home,217.77,390,2021-02-10 03:21:17
300,Headphones 300,Sports,1151.75,716,2023-03-21 09:22:37
301,T-Shirt 301,Electronics,1956.0,674,2021-08-17 00:31:56
302,Protein Bar 302,Sports,21.16,885,2022-10-26 16:50:40
303,Laptop 303,Books,1491.62,852,2021-07-17 05:55:05
304,T-Shirt 304,Fashion,1216.09,360,2023-02-17 02:54:15
305,Sneakers 305,Beauty,384.31,256,2021-06-14 20:54:11
306,Monitor 306,Beauty,198.84,642,2022-06-28 17:18:43
307,Laptop 307,Sports,1578.28,34,2021-04-19 02:13:52
308,Headphones 308,Sports,1466.06,92,2021-09-17 18:50:28
309,T-Shirt 309,Sports,1496.22,179,2022-10-05 16:35:28
310,Sneakers 310,Fashion,1574.09,897,2023-02-12 02:48:14
311,Backpack 311,Books,1006.08,279,2023-02-07 01:33:59
312,Monitor 312,Sports,1828.53,966,2021-02-13 05:20:38
313,Coffee Maker 313,Sports,1494.39,346,2022-01-13 20:14:05
314,Keyboard 314,Home,1925.97,144,2023-05-25 23:40:19
315,Sneakers 315,Beauty,1449.81,406,2022-07-03 05:28:33
316,Notebook 316,Sports,185.15,404,2023-03-26 12:37:42
317,Laptop 317,Sports,1075.46,465,2022-04-22 07:11:43
318,Backpack 318,Beauty,1499.28,268,2022-12-31 11:13:55
319,Headphones 319,Home,1645.72,962,2023-04-26 22:24:58
320,Backpack 320,Electronics,1351.3,482,2022-10-15 20:53:43
321,Laptop 321,Books,1769.05,574,2021-06-26 10:30:55
322,Backpack 322,Books,446.63,64,2021-09-15 21:00:03
323,Coffee Maker 323,Beauty,607.87,418,2022-02-27 14:23:55
324,Keyboard 324,Fashion,95.47,38,2021-12-23 22:18:03
325,T-Shirt 325,Home,236.66,240,2022-06-13 06:10:41
326,Notebook 326,Fashion,780.35,379,2021-09-22 04:58:38
327,Notebook 327,Home,1176.74,744,2021-03-14 16:12:52
328,Monitor 328,Home,1311.57,853,2021-03-01 11:24:16
329,Coffee Maker 329,Books,819.19,974,2023-02-24 11:08:03
330,T-Shirt 330,Electronics,1382.11,222,2021-11-16 07:33:15
331,Coffee Maker 331,Home,1901.36,875,2022-09-18 18:06:09
332,Backpack 332,Electronics,1961.95,376,2022-12-12 16:38:27
333,Notebook 333,Beauty,720.55,407,2021-10-21 23:45:25
334,T-Shirt 334,Fashion,1936.57,971,2022-02-20 15:31:21
335,Coffee Maker 335,Electronics,1327.22,657,2022-09-13 10:29:06
336,Headphones 336,Electronics,105.9,341,2021-06-11 01:37:56
337,Sneakers 337,Fashion,1575.02,210,2021-08-29 04:33:06
338,Keyboard 338,Books,418.28,221,2021-09-22 08:58:49
339,Sneakers 339,Sports,1549.87,807,2022-04-24 09:29:17
340,Headphones 340,Electronics,558.16,148,2021-04-20 09:21:29
341,Monitor 341,Books,505.06,178,2023-05-12 07:55:02
342,Keyboard 342,Beauty,1733.56,134,2023-02-01 20:13:32
343,Laptop 343,Sports,1581.02,243,2021-12-02 20:58:56
344,Headphones 344,Sports,36.48,271,2022-06-17 15:15:47
345,Laptop 345,Fashion,1484.73,538,2022-04-16 06:38:32
346,Keyboard 346,Beauty,131.8,459,2023-01-27 13:00:45
347,Backpack 347,Books,1189.36,462,2021-03-01 16:42:56
348,Notebook 348,Fashion,1891.1,44,2022-09-02 20:19:32
349,Notebook 349,Sports,918.79,987,2021-07-01 17:16:36
350,Laptop 350,Electronics,1997.18,867,2022-10-15 16:32:09
351,Protein Bar 351,Home,1373.76,502,2023-05-07 11:12:03
352,Coffee Maker 352,Electronics,1799.04,329,2022-01-08 05:44:38
353,Headphones 353,Fashion,136.04,281,2021-05-25 16:40:02
354,Headphones 354,Beauty,1172.8,729,2023-01-27 06:49:57
355,Backpack 355,Home,1989.28,543,2022-04-18 20:53:02
356,T-Shirt 356,Home,1013.57,440,2021-09-24 04:04:14
357,Keyboard 357,Beauty,233.26,670,2021-07-13 16:50:16
358,Notebook 358,Beauty,1731.66,440,2021-11-01 04:14:04
359,Coffee Maker 359,Fashion,830.56,847,2022-10-29 21:16:23
360,Coffee Maker 360,Home,834.9,97,2022-09-02 20:04:31
361,Backpack 361,Home,628.48,261,2021-08-04 23:02:44
362,Backpack 362,Fashion,1375.21,485,2022-12-03 02:14:22
363,Keyboard 363,Electronics,1664.38,95,2022-11-05 09:40:04
364,Protein Bar 364,Electronics,1490.45,381,2023-01-28 18:58:17
365,Monitor 365,Books,124.66,979,2023-02-15 21:05:06
366,Notebook 366,Books,662.64,125,2021-05-27 23:58:48
367,Protein Bar 367,Sports,1747.85,963,2021-10-29 16:38:08
368,Protein Bar 368,Beauty,107.63,294,2021-08-04 19:05:35
369,Headphones 369,Sports,706.53,591,2021-08-27 07:37:17
370,Notebook 370,Fashion,313.69,493,2022-07-12 22:07:59
371,Sneakers 371,Electronics,703.48,569,2021-04-18 11:02:13
372,Backpack 372,Electronics,1526.4,587,2022-06-20 02:18:09
373,Sneakers 373,Home,1691.08,997,2023-01-06 16:31:11
374,Headphones 374,Books,1351.58,570,2022-05-08 01:45:09
375,Laptop 375,Books,1858.52,849,2022-05-07 04:17:25
376,T-Shirt 376,Electronics,364.93,719,2022-06-04 18:22:35
377,T-Shirt 377,Sports,705.29,185,2022-03-16 15:25:22
378,Monitor 378,Books,1316.4,71,2022-08-24 06:10:50
379,Monitor 379,Beauty,1268.18,31,2022-05-20 14:08:08
380,Keyboard 380,Beauty,1063.31,385,2023-02-13 03:25:31
381,Protein Bar 381,Home,685.09,378,2022-05-26 10:58:27
382,T-Shirt 382,Beauty,652.14,964,2022-12-24 08:16:07
383,Headphones 383,Books,174.49,53,2023-01-16 17:04:34
384,Monitor 384,Fashion,1510.1,50,2021-03-03 14:14:46
385,Keyboard 385,Sports,889.01,434,2021-03-23 18:27:56
386,Coffee Maker 386,Books,886.88,279,2022-03-17 12:21:32
387,Sneakers 387,Books,232.07,440,2023-03-17 03:35:36
388,Keyboard 388,Sports,1358.04,607,2022-06-29 21:16:46
389,Coffee Maker 389,Books,1335.93,46,2021-09-28 17:35:46
390,Sneakers 390,Home,1968.97,56,2022-04-30 08:29:26
391,Laptop 391,Fashion,606.33,216,2022-08-11 17:16:23
392,Monitor 392,Sports,582.45,122,2021-01-22 14:35:46
393,Laptop 393,Home,1495.29,179,2022-09-21 23:51:45
394,Monitor 394,Home,1067.5,235,2022-05-07 14:29:40
395,Notebook 395,Books,1667.54,825,2022-07-10 09:18:40
396,Backpack 396,Electronics,797.16,759,2021-04-27 01:43:11
397,Laptop 397,Home,42.39,943,2022-09-26 05:00:58
398,Keyboard 398,Sports,1153.64,587,2022-09-18 04:34:40
399,Protein Bar 399,Beauty,1282.08,296,2022-06-09 20:43:49
400,Keyboard 400,Home,46.61,332,2021-02-14 21:59:28
401,Monitor 401,Books,922.89,706,2023-01-10 17:17:17
402,Backpack 402,Electronics,876.24,108,2021-01-25 14:49:55
403,Sneakers 403,Home,1179.8,536,2022-02-10 13:19:28
404,Keyboard 404,Home,1741.7,763,2023-05-15 08:33:26
405,Backpack 405,Fashion,669.47,172,2021-04-13 10:28:15
406,Keyboard 406,Books,1268.28,543,2022-03-17 04:58:41
407,Notebook 407,Fashion,1812.32,357,2021-12-27 12:54:33
408,Backpack 408,Beauty,1916.66,660,2021-09-10 02:46:31
409,Monitor 409,Fashion,210.1,262,2022-04-29 00:41:43
410,Sneakers 410,Fashion,1206.79,778,2022-01-25 23:10:20
411,Keyboard 411,Fashion,1902.83,643,2023-04-20 04:24:46
412,Coffee Maker 412,Home,1510.12,778,2023-04-08 15:20:57
413,Headphones 413,Home,1363.86,903,2022-02-22 18:00:11
414,Headphones 414,Beauty,1272.42,639,2023-04-03 03:23:02
